,index,restaurant,type,name,description
3520,3520,SukhoTHAI (Wellington),Chicken/Beef/Pork/Tofu,Pad Khing Ginger,"Stir fried chicken, beef or pork with, onions, mushrooms, and red pepper in Thai ginger sauce."
3521,3521,SukhoTHAI (Wellington),Chicken/Beef/Pork/Tofu,Spicy Chicken with Bamboo Shoots,"Stir fried chicken with chili paste, bamboo shoots, red pepper, and basils."
3522,3522,SukhoTHAI (Wellington),Chicken/Beef/Pork/Tofu,Pad Ped Beef,Tender sliced beef with red pepper and basil.
3523,3523,SukhoTHAI (Wellington),Chicken/Beef/Pork/Tofu,Pad Prik Khing,"Stir fried chicken or pork with chili paste, green beans, red pepper, ground peanut, and kaffir lime leaves."
3524,3524,SukhoTHAI (Wellington),Chicken/Beef/Pork/Tofu,Beef Oyster Sauce,Beef and broccoli stir fry with oyster sauce.
3525,3525,SukhoTHAI (Wellington),Egg,Kai Jeow Goong,Shrimp omelette and Thai style with onions.
3526,3526,SukhoTHAI (Wellington),Egg,Kai Jeow Moo,Pork omelette and Thai style with onions.
3527,3527,SukhoTHAI (Wellington),Egg,Kai Jeow Veggie,"Veggie omelette, Thai style, and with mix vegetables."
3528,3528,SukhoTHAI (Wellington),Vegetables,Pad Eggplants with Tofu,"Stir fried eggplants, tofu, red pepper, basil with garlic, and soybean sauce."
3529,3529,SukhoTHAI (Wellington),Vegetables,Pad Pak Ruam,Assorted vegetables sauteed with garlic sauce.
3530,3530,SukhoTHAI (Wellington),Vegetables,Broccoli Stir Fry,Stir-fried broccoli with garlic sauce.
3531,3531,SukhoTHAI (Wellington),Vegetables,Pad Pak Kinnaree,Assorted vegetables sauteed with yellow curry sauce and coconut milk.
3532,3532,SukhoTHAI (Wellington),Vegetables,Pad Pak Sesame Sauce,Assorted vegetables sauteed with sesame sauce.
3533,3533,SukhoTHAI (Wellington),Vegetables,Pad Spinach,Stir fried spinach with garlic and soybean sauce.
3534,3534,SukhoTHAI (Wellington),Fried Rice,Pineapple Fried Rice,"Fried rice with pineapple, onion, cashew nuts, and egg."
3535,3535,SukhoTHAI (Wellington),Fried Rice,Fried Rice,"Fried rice with onions, tomatoes, and egg."
3536,3536,SukhoTHAI (Wellington),Fried Rice,Kra-Prau Fried Rice,"Fried rice with fresh chili, onions, grean bean, red pepper, and basils."
3537,3537,SukhoTHAI (Wellington),Fried Rice,Curry Fried Rice,"Curry fried rice with bamboo shoots, red pepper, green beans, and basils."
3538,3538,SukhoTHAI (Wellington),Fried Rice,Plain Fried Rice,"Fried rice with onions, tomatoes, and egg."
3539,3539,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Cod Pacific (8oz) - 2 Pc Meal,"2 pieces of Cod Pacific (8oz), serve with tartar sauce, coleslaw & fries"
3540,3540,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Halibut Premium Alaskan (8oz) - 2 Pc Meal,"2 pieces of HALIBUT (PREMIUM ALASKAN)(8oz), Fries, Coleslaw & Tartar Sauce"
3541,3541,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Cod Pacific (4oz) - 1 Pc Meal,"1 piece of Cod Pacific (4oz), serve with tartar sauce, coleslaw & fries"
3542,3542,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Halibut Premium Alaskan (4oz) - 1 Pc Meal,"1 piece of HALIBUT (PREMIUM ALASKAN)(4oz), Fries, Coleslaw & Tartar Sauce"
3543,3543,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Salmon Wild Sockeye (4oz) - 1 Pc Meal,"1 piece of SALMON (WILD SOCKEYE)(4oz), Fries, Coleslaw, Tartar Sauce"
3544,3544,Olde Yorke Fish & Chips,TONY'S FAMOUS FISH & CHIPS,Salmon Wild Sockeye (8oz) - 2 Pc Meal,"2 pieces of SALMON (WILD SOCKEYE)(8oz), Fries, Coleslaw, Tartar Sauce"
3545,3545,Olde Yorke Fish & Chips,SIDES,Tartar Sauce,
3546,3546,Olde Yorke Fish & Chips,SIDES,Onion Rings,
3547,3547,Olde Yorke Fish & Chips,SIDES,Fries,
3548,3548,Olde Yorke Fish & Chips,SIDES,Coleslaw,
3549,3549,Olde Yorke Fish & Chips,SIDES,Rice Pilaf,
3550,3550,Olde Yorke Fish & Chips,SIDES,Yam Fries,
3551,3551,Olde Yorke Fish & Chips,ENTREES,Triple Bonanza,"Pan-fried 1 piece cod (4oz), 1 piece salmon (4oz) & 1 piece halibut (4oz) with your choice of ""Cajun or Garlic Herb Butter. Serve with coleslaw & fries."
3552,3552,Olde Yorke Fish & Chips,ENTREES,Seafood Platter for 2,"Comes with 2 pc each of deep fried  ""Cod"" & ""Breaded Oyster"", 6 pc each of garlic herb sautéed  clams, mussels, prawns & scallops. Serve with coleslaw & fries."
3553,3553,Olde Yorke Fish & Chips,ENTREES,Fish Burger,Deep fried Cod with cheese & homemade tartar sauce . Serve with Fries.
3554,3554,Olde Yorke Fish & Chips,ENTREES,Seafood Platter for 1,"Comes with 1 pc each of deep fried  ""Cod"" & ""Breaded Oyster"", 3 pc each of garlic herb sautéed  clams, mussels, prawns & scallops. Serve with coleslaw & fries."
3555,3555,Olde Yorke Fish & Chips,ENTREES,Breaded Oysters Platter,"Deep fried oysters coated in panko crumbs (6 pc), serve with coleslaw & fries."
3556,3556,Olde Yorke Fish & Chips,ENTREES,Cod Fillet,"Pan-fried cod (3 pc) with your choice of ""Cajun or Garlic Herb Butter"". Serve with fries. Comes with Tartar Sauce & Coleslaw."
3557,3557,Olde Yorke Fish & Chips,ENTREES,Seafood Sampler for Two,"Comes with deep fried 8 oz ""Calamari"", 4 pc each of deep fried ""Breaded Oysters"" & ""Butterfly prawn"",  2 pc deep fried ""Cod"". Serve with coleslaw & fries."
3558,3558,Olde Yorke Fish & Chips,ENTREES,Oysters Burger,Deep fried breaded oysters (3 pc) with chipotle & BBQ sauce. Serve with fries.
3559,3559,Olde Yorke Fish & Chips,ENTREES,Halibut Burger,"Pan fried halibut with cajun spices, cheese & homemade tartar sauce. Serve with Fries."
3560,3560,Olde Yorke Fish & Chips,ENTREES,Halibut Fillet,"Pan-fried halibut (3 pc) with your choice of ""Cajun or Garlic Herb Butter"". Serve with coleslaw & fries."
3561,3561,Olde Yorke Fish & Chips,ENTREES,Scallop Platter,Pan-seared scallops (10 pc) in garlic herb butter. Serve with coleslaw & fries.
3562,3562,Olde Yorke Fish & Chips,ENTREES,Calamari Platter,Deep-fried squids coated in variety of spices (8 oz) and serve it with coleslaw & fries
3563,3563,Olde Yorke Fish & Chips,ENTREES,Butterfly Prawns Platter,Deep fried prawns (8pcs) coated in panko crumbs and serve with coleslaw & fries
3564,3564,Olde Yorke Fish & Chips,ENTREES,Salmon Fillet,"Pan-fried salmon (3 pc) with your choice of ""Cajun or Garlic Herb Butter"". Serve with coleslaw & fries."
3565,3565,Olde Yorke Fish & Chips,ENTREES,Tiger Prawns Platter,"Sautéed prawns in garlic herb garlic (10 pc), serve with coleslaw & fries."
3566,3566,Olde Yorke Fish & Chips,ENTREES,Salmon Burger,Pan fried salmon with cajun spices & homemade tartar sauce. Serve with Fries.
3567,3567,Olde Yorke Fish & Chips,APPETIZER,Butterfly Prawns (Appetizer),Deep fried prawn coated in panko crumbs (6 pcs)
3568,3568,Olde Yorke Fish & Chips,APPETIZER,Breaded Oysters (Appetizer),Deep fried oysters coated in panko crumbs (4 pcs)
3569,3569,Olde Yorke Fish & Chips,APPETIZER,Calamari (Appetizer),Deep-fried squids coated in variety of spices (8 oz) 
3570,3570,Olde Yorke Fish & Chips,APPETIZER,Tiger Prawns (Appetizer),Sautéed prawns in garlic herb garlic (6 pc)
3571,3571,Olde Yorke Fish & Chips,APPETIZER,Prawn Cocktail (Appetizer),Cooked prawns served cocktail sauce (6 pc)
3572,3572,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Tony's White Clam Chowder (One Bowl),Tony's Famous White Clam Chowder in Bowl Size
3573,3573,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Seafood Caesar Salad (Large),"Romaine Lettuce, Croutons, Caesar Dressing, Parmesan Cheese with Pan-Seared prawns and scallops in Garlic Herb Butter."
3574,3574,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Seafood Caesar Salad (Small),"Romaine Lettuce, Croutons, Caesar Dressing, Parmesan Cheese with Pan-Seared prawns and scallops in Garlic Herb Butter."
3575,3575,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Caesar Salad (Small),"Romaine Lettuce, Caesar Dressing, Croutons, Parmesan Cheese "
3576,3576,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Tony's White Clam Chowder (One Cup),Tony's Famous White Clam Chowder in Cup size
3577,3577,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Oyster Stew,In half & half cream
3578,3578,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Caesar Salad (Large),"Romaine Lettuce, Caesar Dressing, Croutons, Parmesan Cheese "
3579,3579,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Cioppino,"A tomato base broth with scallops, prawns, clams, mussels & salmon"
3580,3580,Olde Yorke Fish & Chips,SOUP • STEWS • SALAD,Oyster Pepper Stew,A tomato base with red & green peppers
3581,3581,Olde Yorke Fish & Chips,SHELLFISH,Clams (1 Ib),Steamed in white wine with chopped tomato & onions
3582,3582,Olde Yorke Fish & Chips,SHELLFISH,Mussels (1 Ib),Steamed in white wine with chopped tomato & onions
3583,3583,Olde Yorke Fish & Chips,DRINKS,C.o.k.e Zero,
3584,3584,Olde Yorke Fish & Chips,DRINKS,Ginger Ale,
3585,3585,Olde Yorke Fish & Chips,DRINKS,Sprite,
3586,3586,Olde Yorke Fish & Chips,DRINKS,Root Beer,
3587,3587,Olde Yorke Fish & Chips,DRINKS,C.o.k.e,
3588,3588,Olde Yorke Fish & Chips,DRINKS,Ice Tea,
3589,3589,Olde Yorke Fish & Chips,DRINKS,Orange Juice,
3590,3590,Olde Yorke Fish & Chips,DRINKS,Bottle Water,
3591,3591,Olde Yorke Fish & Chips,DRINKS,Apple Juice,
3592,3592,Olde Yorke Fish & Chips,DRINKS,Diet C.o.k.e,
3593,3593,Fresh Burrito,Quesa Tacos,Quesa Tacos Beef Birria,"3 grilled corn tortillas 6"" filled with melted cheese and meat. Topped with Fresh cilantro and onions. Mexican Cream & Salsa come on the side."
3594,3594,Fresh Burrito,Quesa Tacos,Quesa Tacos Chicken Tinga,"3 grilled corn tortillas 6"" filled with melted cheese and meat. Topped with Fresh cilantro and onions. Mexican Cream & Salsa come on the side."
3595,3595,Fresh Burrito,Quesa Tacos,Quesa Tacos Vegetarian,"3 grilled corn tortillas 6"" filled with melted cheese. Topped with Fresh cilantro and onions. Mexican Cream & Salsa come on the side."
3596,3596,Fresh Burrito,Drinks,Canned Pop Coke,
3597,3597,Fresh Burrito,Drinks,Canned Pop Canada Dry,
3598,3598,Fresh Burrito,Tacos,Tacos Beef Birria,"3 tacos on 6"" Soft shell corn tortillas, Slow-cooked meats, fresh cilantro & onions. **Salsa comes on the side** "
3599,3599,Fresh Burrito,Tacos,Tacos Chicken Tinga,"3 tacos on 6"" Soft shell corn tortillas, Slow-cooked meats, fresh cilantro & onions. **Salsa comes on the side** "
3600,3600,Fresh Burrito,Tacos,Tacos Vegetarian,"Black Beans, Seasoned Rice, Fresh Cilantro & Onions. Fresh Salsa & Mexican Cream on the side."
3601,3601,Fresh Burrito,Tacos,Tacos Vegan,"Black Beans, Seasoned Rice, Sautéed Veggies and fresh salsa on the side."
3602,3602,Fresh Burrito,Burritos,Burrito Beef Birria,"A toasted flour tortilla filled with black beans, seasoned rice, marinated meat, fresh salsa, Mexican cream & greens. (Salsa & cream are inside the burrito)"
3603,3603,Fresh Burrito,Burritos,Burrito Chicken Tinga,"A toasted flour tortilla filled with black beans, seasoned rice, marinated meat, fresh salsa, Mexican cream & greens. (Salsa & cream are inside the burrito)"
3604,3604,Fresh Burrito,Burritos,Burrito Vegetarian,"
Black Beans, Seasoned Rice, Fresh Salsa, Mexican Cream, Cheese, and Greens (Salsa & cream are inside the burrito). "
3605,3605,Fresh Burrito,Burritos,Burrito Vegan,"Black Beans, Seasoned Rice, Sautéed veggies, Fresh Salsa (Salsa is inside the burrito). 
"
3606,3606,Fresh Burrito,Platter,Platter Beef Birria,"Black beans, seasoned rice, marinated meat, fresh salsa & Mexican cream. Topped with Cilantro and onion."
3607,3607,Fresh Burrito,Platter,Platter Chicken Tinga,"Black beans, seasoned rice, marinated meat, fresh salsa & Mexican cream. Topped with Cilantro and onion."
3608,3608,Fresh Burrito,Quesadillas,Quesadilla Chicken Tinga,"Love Cheese + Have a big appetitie? This ones for you. Meat and cheese melted inside a burrito tortilla. Topped with Cilantro & onion, and with Fresh Salsa and Mexican Cream on the side."
3609,3609,Fresh Burrito,Quesadillas,Quesadilla Beef Birria,"Love Cheese + Have a big appetitie? This ones for you. Meat and cheese melted inside a burrito tortilla. Topped with Cilantro & onion, and with Fresh Salsa and Mexican Cream on the side."
3610,3610,Fresh Burrito,Quesadillas,Quesadilla Vegetarian,"Love Cheese + Have a big appetitie? This ones for you. Black beans and cheese melted inside a burrito tortilla. Topped with Cilantro & onion, and with Fresh Salsa and Mexican Cream on the side."
3611,3611,Fresh Burrito,Quesadillas,Quesadilla Cheese Only,"Love Cheese + Have a big appetitie? This ones for you. Lots of cheese melted inside a burrito tortilla. Topped with Cilantro & onion, and with Fresh Salsa and Mexican Cream on the side."
3612,3612,Fresh Burrito,Tortas,Torta Beef Birria,"Meat & Beans topped with shredded cabbage, fresh salsa, and Mexican cream and served on bun."
3613,3613,Fresh Burrito,Tortas,Torta Chicken Tinga,"Meat & Beans topped with shredded cabbage, fresh salsa, and Mexican cream and served on bun."
3614,3614,Memphis Blues BBQ House,Alcohol,4x355ml Russell Craft Beer Variety Pack (5% ABV),One can of each of our Russel craft products. Enjoy the variety when you just can't decide which one you would like to enjoy...
3615,3615,Memphis Blues BBQ House,Alcohol,"1x355ml Russell Craft Lager Surrey BC, (5% ABV)","Crisp clean refreshing lager. No preservatives, small batch."
3616,3616,Memphis Blues BBQ House,Alcohol,"6x355ml Russell Craft Lager Surrey BC, (5% ABV)","6-pack of beer. Crisp clean refreshing lager. No preservatives, small batch."
3617,3617,Memphis Blues BBQ House,Alcohol,"1x355ml Russell West Coast IPA Surrey BC, (5% ABV)","This hazeless IPA is loaded with Chinook, Vic Secret, Citra and El Dorado hops. This IPA is not for the faint of heart!"
3618,3618,Memphis Blues BBQ House,Starters,BBQ Nachos,"House-made chips topped with pulled pork, BBQ Sauce, and melted cheese"
3619,3619,Memphis Blues BBQ House,Starters,BBQ Poutine,"Pulled pork, BBQ Sauce, and cheese over fries"
3620,3620,Memphis Blues BBQ House,Starters,BBQ Shrimp Starter,Plump shrimp seasoned with our amazing dry rub
3621,3621,Memphis Blues BBQ House,Starters,Fire Dusted Calamari,Served with house-made dipping sauce
3622,3622,Memphis Blues BBQ House,Starters,Fully Loaded Nachos,"House-made chips topped with pico de gallo, choice of pulled pork, pulled chicken, or brisket, sour cream, pickled onions, BBQ Sauce, and melted cheese"
3623,3623,Memphis Blues BBQ House,Starters,Rib Ends Starter,Tender pieces of rib end served with BBQ Sauce
3624,3624,Memphis Blues BBQ House,Starters,Smoked Pit Wings Starter,With dry rub or BBQ Sauce
3625,3625,Memphis Blues BBQ House,Starters,Smoked Sausage Starter,Double smoked and farmhouse sausage
3626,3626,Memphis Blues BBQ House,Starters,Onion Rings Starter,Classic onion rings deep-fried for a crispy panko coating.
3627,3627,Memphis Blues BBQ House,Starters,Corn Meal Crusted Shrimp,Plump Shrimp covered in a crunchy corn meal crust.
3628,3628,Memphis Blues BBQ House,Salads,Caesar Salad,Served with house-made croutons and cornbread
3629,3629,Memphis Blues BBQ House,Salads,Organic Green Salad,Served with house-made vinaigrette and cornbread
3630,3630,Memphis Blues BBQ House,Meat by the Pound,1 pc Catfish,
3631,3631,Memphis Blues BBQ House,Meat by the Pound,Pulled Pork - Meat by the Pound,
3632,3632,Memphis Blues BBQ House,Meat by the Pound,Smoked Sausage - By the link, 
3633,3633,Memphis Blues BBQ House,Meat by the Pound,Beef Brisket - Meat by the Pound,
3634,3634,Memphis Blues BBQ House,Meat by the Pound,Full Slab of Ribs - Meat By the Pound,
3635,3635,Memphis Blues BBQ House,Platters,Seafood Medley,"BBQ Shrimp, catfish, and calamari. Served with house-made dipping sauce. "
3636,3636,Memphis Blues BBQ House,Meals,Catfish Meal,"Served with cornbread, BBQ pit beans, slaw, and choice of potato salad or fries."
3637,3637,Memphis Blues BBQ House,Meals,Combo Plate Meal,"Choice of any two meats. Served with cornbread, BBQ pit beans, slaw, and choice of potato salad or fries."
3638,3638,Memphis Blues BBQ House,Meals,Pulled Pork Meal,"Served with cornbread, BBQ pit beans, slaw, and choice of potato salad or fries."
3639,3639,Memphis Blues BBQ House,Meals,Beef Brisket Meal,"Served with cornbread, BBQ pit beans, slaw, and choice of potato salad or fries."
3640,3640,Memphis Blues BBQ House,Meals,Smoked Sausage Meal,"Served with cornbread, BBQ pit beans, slaw, and choice of potato salad or fries."
3641,3641,Memphis Blues BBQ House,Sandwiches,2-Meat Sandwich,"Choice of any two meats. Served with fries or BBQ pit beans, and slaw."
3642,3642,Memphis Blues BBQ House,Sandwiches,Calamari Po'Boy Sandwich,"Served with fries or BBQ pit beans, and slaw."
3643,3643,Memphis Blues BBQ House,Sandwiches,Catfish Po'Boy Sandwich,"Served with fries or BBQ pit beans, and slaw."
3644,3644,Memphis Blues BBQ House,Sandwiches,Pulled Chicken Sandwich,Served with fries or BBQ pit beans and slaw.
3645,3645,Memphis Blues BBQ House,Sandwiches,Pulled Pork Sandwich,"Served with fries or BBQ beans, and slaw."
3646,3646,Memphis Blues BBQ House,Sandwiches,Rib Ends Sandwich,"Served with fries or BBQ pit beans, and slaw."
3647,3647,Memphis Blues BBQ House,Sandwiches,Shrimp Po'Boy Sandwich,"Served with fries or BBQ pit beans, and slaw."
3648,3648,Memphis Blues BBQ House,Sandwiches,Beef Brisket Sandwich,"Served with fried or BBQ pit beans, and slaw."
3649,3649,Memphis Blues BBQ House,Sandwiches,Smoked Sausage Sandwich,"Served with fries or BBQ pit beans, and slaw"
3650,3650,Memphis Blues BBQ House,Sandwiches,Tennessee Hot Chicken Sandwich,"Served with fries or BBQ pit beans, and slaw. "
3651,3651,Memphis Blues BBQ House,Bowls,Burgoo,"We smoke the pork, beef, and chicken before stewing it together for a delicious Southern stew."
3652,3652,Memphis Blues BBQ House,Bowls,Jambalaya,"Made with shrimp, sausage, and pulled chicken. Served with salad and cornbread."
3653,3653,Memphis Blues BBQ House,Bowls,Smokehouse Chili,Made with our famous beef brisket. Served with cornbread and corn chips.
3654,3654,Memphis Blues BBQ House,Sides,Side of BBQ Pit Beans,
3655,3655,Memphis Blues BBQ House,Sides,Side of Corn Bread (5 pcs),
3656,3656,Memphis Blues BBQ House,Sides,Side of Fresh Cut Fries,
3657,3657,Memphis Blues BBQ House,Sides,Side of  Potato Salad,
3658,3658,Memphis Blues BBQ House,Sides,Side of Slaw,
3659,3659,Memphis Blues BBQ House,Sides,Side of Jamba Rice,Add a side of our Jamba rice to your meal
3660,3660,Memphis Blues BBQ House,Sides,Soup,Served fresh daily with cornbread
3661,3661,Memphis Blues BBQ House,Dessert,Key Lime Pie,Topped with our house-made bourbon caramel sauce
3662,3662,Memphis Blues BBQ House,Dessert,Peach Crumble,Topped with our house-made bourbon caramel sauce.
3663,3663,Memphis Blues BBQ House,Dessert,Pecan Pie,Topped with our house-made bourbon caramel sauce.
3664,3664,Memphis Blues BBQ House,Beverages,Soda,"Your choice of Coke, Sprite, Diet Coke, or assorted Boylan Sodas."
3665,3665,Memphis Blues BBQ House,Sauces on the Side,Side of Housemade BBQ Sauce,"No artificial smoke in this traditional housemade sauce. Just brown sugar, tomato and molasses ( and 20 other secret ingredients!)"
3666,3666,Memphis Blues BBQ House,Sauces on the Side,Side of Spicy BBQ Sauce,"Our house BBQ sauce kicked up with 3 kinds of pepper. Not crazy hot, but flavour hot."
3667,3667,Memphis Blues BBQ House,Sauces on the Side,Side of Alabama White Sauce,"This bright vinegar and mayo-based BBQ sauce hails from, you guessed it, Alabama."
3668,3668,Memphis Blues BBQ House,Sauces on the Side,Side of Buffalo Sauce,Classic spicy sauce great for wings and any other meats you want to smother it on.
3669,3669,Memphis Blues BBQ House,Sauces on the Side,Side of Carolina Mustard,In the Carolinas they like their sauce mustard and vinegar based to cut through the richness of pork. Pro tip: great with Catfish!
3670,3670,Memphis Blues BBQ House,Sauces on the Side,Side of Caster Sauce,"Our homemade spiced mayonnaise remoulade sauce. Originally made for our catfish, but really great for fry dippin'."
3671,3671,Memphis Blues BBQ House,Sauces on the Side,Crunch Sauce,
3672,3672,Memphis Blues BBQ House,Sauces on the Side,Side of Teriyaki Sauce,Our take on this classic.
3673,3673,Memphis Blues BBQ House,Sauces on the Side,Caramel Bourbon Sauce,Have you tried this with cornbread?
3674,3674,Memphis Blues BBQ House,Sauces on the Side,Side of Mayonnaise,
3675,3675,Bonta Italian Ristorante,Zuppa,Minestrone Alla Toscana,Bonta Italian Ristorante's vegetarian based broth with seasonal vegetable.
3676,3676,Bonta Italian Ristorante,Zuppa,Barley Soup,Barley and carrot with light cream sauce.
3677,3677,Bonta Italian Ristorante,Insalata,Bonta Salad,"Fig, goat cheese, apple, spring mix, peacan, and honey-lime homemade sauce."
3678,3678,Bonta Italian Ristorante,Insalata,Insalata Della Casa,"Romaine lettuce, tomato, cucumber, green pepper, red pepper, red onion, feta cheese, and Kalamata olives, with Bonta Italian Ristorante's special house dressing."
3679,3679,Bonta Italian Ristorante,Insalata,Insalata di Cesare,Crisp Romaine lettuce and house-made croutons tossed with Bonta Italian Ristorante's own creamy caesar dressing and parmigiano cheese.
3680,3680,Bonta Italian Ristorante,Insalata,Insalata Tricolore,"Slices of vine tomatoes, bocconcini, fresh basil, extra-virgin olive oil, and balsamic glaze."
3681,3681,Bonta Italian Ristorante,Antipasti,Dry Ribs,
3682,3682,Bonta Italian Ristorante,Antipasti,Calamari Fritti,Calamari Fritti is served with tzatziki sauce.
3683,3683,Bonta Italian Ristorante,Antipasti,Prosciutoo e Melone,Cantaloupes with slices of prosciutto.
3684,3684,Bonta Italian Ristorante,Antipasti,Pound of Chicken Wings,
3685,3685,Bonta Italian Ristorante,Antipasti,Bacon Wrapped Scallops,Bacon Wrapped Scallops is served with cocktail sauce.
3686,3686,Bonta Italian Ristorante,Antipasti,Mozzarella Sticks (8 Pcs),Eight pieces comes with marinara sauce.
3687,3687,Bonta Italian Ristorante,Antipasti,Garlic Bread,
3688,3688,Bonta Italian Ristorante,Antipasti,Garlic Bread with Cheese,
3689,3689,Bonta Italian Ristorante,Antipasti,Polpette,Traditional homemade meatballs.
3690,3690,Bonta Italian Ristorante,Antipasti,Truffle Fries,
3691,3691,Bonta Italian Ristorante,Antipasti,Arancini,Assorted mini stuffed rice balls served with marinara sauce.
3692,3692,Bonta Italian Ristorante,Antipasti,Antipasto,"A selection of imported cured meats and cheese, marinated olives, and artichoke hearts served with focaccia bread."
3693,3693,Bonta Italian Ristorante,Antipasti,Gamberreti Tuscan,"Prawns sautéed in garlic butter with white beans, basil, and fresh tomatoes, finished with parmigiano cheese."
3694,3694,Bonta Italian Ristorante,Antipasti,Special Chef,"Antipasti trio served on crostini, three olives tapenade, bocconcini, balsamic glaze bruschetta, tomato jam, goat cheese, and prosciutto."
3695,3695,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Pomodoro (Half),Homemade traditional tomato sauce.
3696,3696,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Pomodoro (Full),Homemade traditional tomato sauce.
3697,3697,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Bolognese (Half),Homemade tomato meat sauce.
3698,3698,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Bolognese (Full),Homemade tomato meat sauce.
3699,3699,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Matriciana (Half),Sautéed pancetta and red onions in a garlic tomato sauce.
3700,3700,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Matriciana (Full),Sautéed pancetta and red onions in a garlic tomato sauce.
3701,3701,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Arrabbiata (Half),"Pureed anchovies, capers, and crushed chilli pepper in touch of tomato sauce."
3702,3702,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Arrabbiata (Full),"Pureed anchovies, capers, and crushed chilli pepper in touch of tomato sauce."
3703,3703,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Primavera (Half),Mixed seasonal vegetables sautéed in olive oil and tomato sauce or cream sauce.
3704,3704,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Primavera (Full),Mixed seasonal vegetables sautéed in olive oil and tomato sauce or cream sauce.
3705,3705,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Vongole (Half),Baby clams and garlic in cream sauce or tomato sauce.
3706,3706,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Vongole (Full),Baby clams and garlic in cream sauce or tomato sauce.
3707,3707,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Pescatore (Half),"Baby clams, baby shrimp, baby scallops, and mushrooms in tomato sauce."
3708,3708,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Pescatore (Full),"Baby clams, baby shrimp, baby scallops, and mushrooms in tomato sauce."
3709,3709,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Portofino (Half),Sundried tomatoes and pesto in tomato sauce.
3710,3710,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Portofino (Full),Sundried tomatoes and pesto in tomato sauce.
3711,3711,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Capricciosa (Half),"Chopped artichoke hearts, sundried tomatoes, and ricotta cheese in tomato sauce."
3712,3712,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Capricciosa (Full),"Chopped artichoke hearts, sundried tomatoes, and ricotta cheese in tomato sauce."
3713,3713,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Palermo (Half),"Spicy Italian sausage, Italian bacon, and BBQ sauce in garlic tomato sauce."
3714,3714,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Palermo (Full),"Spicy Italian sausage, Italian bacon, and BBQ sauce in garlic tomato sauce."
3715,3715,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Veneziana (Half),
3716,3716,Bonta Italian Ristorante,Pasta - Sugo di Pomodoro (Red Sauce),Veneziana (Full),
3717,3717,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alfredo (Half),Traditional Italian cream sauce.
3718,3718,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alfredo (Full),Traditional Italian cream sauce.
3719,3719,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alla Carbonara (Half),"Italian bacon in traditional cream sauce, reduced with an egg and parmesan cheese."
3720,3720,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alla Carbonara (Full),"Italian bacon in traditional cream sauce, reduced with an egg and parmesan cheese."
3721,3721,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Firenze (Half),Minibella mushrooms and pancetta in a garlic-oregano cream sauce.
